No.,Time,Source,Destination,Protocol,Length,Info,Class
763,76.3,203.193.234.75,166.24.189.187,AS,15340,help-desk,Anomaly
764,76.4,74.87.10.229,140.167.134.154,AS,15360,Profit-focused,Anomaly
765,76.5,24.106.199.165,41.103.2.118,EU,15380,Cross-platform,Anomaly
766,76.6,140.229.238.14,36.52.154.112,OC,15400,Progressive,Anomaly
767,76.7,199.93.145.208,3.120.141.102,AS,15420,Face to face,Anomaly
768,76.8,27.114.34.75,200.87.180.125,NA,15440,service-desk,Anomaly
769,76.9,20.14.215.179,65.206.8.116,AS,15460,directional,Anomaly
770,77,118.237.247.154,129.239.192.28,EU,15480,firmware,Anomaly
771,77.1,115.7.225.44,115.106.251.156,NA,15500,leading edge,Anomaly
772,77.2,238.56.243.176,239.241.31.75,NA,15520,open system,Anomaly
773,77.3,124.121.202.31,136.21.244.133,AS,15540,neutral,Anomaly
774,77.4,53.195.110.246,7.7.102.110,NA,15560,approach,Anomaly
775,77.5,186.1.37.21,115.81.62.173,NA,15580,homogeneous,Anomaly
776,77.6,102.254.188.98,147.30.196.254,SA,15600,policy,Anomaly
777,77.7,249.127.184.83,25.173.162.158,SA,15620,policy,Anomaly
778,77.8,124.203.80.96,13.165.246.249,NA,15640,Re-contextualized,Anomaly
779,77.9,22.82.31.180,30.20.96.144,OC,15660,frame,Anomaly
780,78,13.123.118.248,14.0.20.221,EU,15680,functionalities,Anomaly
781,78.1,115.150.206.196,48.109.78.217,AS,15700,knowledge base,Anomaly
782,78.2,142.195.14.130,158.41.0.201,NA,15720,regional,Anomaly
783,78.3,131.46.95.222,161.124.219.253,SA,15740,grid-enabled,Anomaly
784,78.4,152.247.32.30,161.205.52.208,NA,15760,Function-based,Anomaly
785,78.5,5.20.253.226,133.87.110.133,EU,15780,Public-key,Anomaly
786,78.6,47.158.163.145,146.40.132.23,SA,15800,solution-oriented,Anomaly
787,78.7,61.36.228.114,203.203.63.102,NA,15820,heuristic,Anomaly
788,78.8,177.217.217.223,42.218.107.5,OC,15840,non-volatile,Anomaly
789,78.9,15.144.208.208,216.2.170.246,NA,15860,dedicated,Anomaly
790,79,21.53.94.206,233.120.54.217,OC,15880,contingency,Anomaly
791,79.1,163.179.28.0,182.56.120.36,NA,15900,non-volatile,Anomaly
792,79.2,56.121.121.39,188.120.175.42,OC,15920,challenge,Anomaly
793,79.3,64.167.115.193,233.136.7.199,SA,15940,strategy,Anomaly
794,79.4,65.68.88.99,238.69.246.70,SA,15960,Fundamental,Anomaly
795,79.5,23.102.50.223,104.247.251.57,AF,15980,well-modulated,Anomaly
796,79.6,226.235.27.75,208.132.176.123,EU,16000,groupware,Anomaly
797,79.7,212.7.91.168,55.188.230.248,OC,16020,access,Anomaly
798,79.8,30.152.177.12,150.134.58.153,NA,16040,Virtual,Anomaly
799,79.9,197.44.37.223,60.147.101.95,AS,16060,extranet,Anomaly
800,80,226.156.70.85,223.115.194.31,NA,16080,Team-oriented,Anomaly
801,80.1,147.209.184.138,39.225.143.49,AS,16100,policy,Anomaly
802,80.2,144.148.152.143,86.236.182.176,AF,16120,functionalities,Anomaly
803,80.3,30.146.78.156,30.236.7.110,SA,16140,pricing structure,Anomaly
804,80.4,64.206.210.115,227.242.185.162,NA,16160,algorithm,Anomaly
805,80.5,186.102.200.6,203.147.162.227,OC,16180,framework,Anomaly
806,80.6,101.32.231.114,102.186.249.97,AS,16200,installation,Anomaly
807,80.7,221.171.222.219,248.100.112.162,NA,16220,even-keeled,Anomaly
808,80.8,208.255.4.139,121.55.0.255,EU,16240,model,Anomaly
809,80.9,18.73.173.87,160.16.86.187,AS,16260,Extended,Anomaly
810,81,98.107.213.243,194.168.156.226,EU,16280,benchmark,Anomaly
811,81.1,0.123.3.199,65.0.86.147,SA,16300,zero tolerance,Anomaly
812,81.2,190.217.146.188,139.238.71.86,AS,16320,Focused,Anomaly
813,81.3,223.96.171.17,130.186.156.103,OC,16340,exuding,Anomaly
814,81.4,11.49.34.219,34.206.36.74,AS,16360,artificial intelligence,Anomaly
815,81.5,230.148.180.60,229.184.149.235,SA,16380,incremental,Anomaly
816,81.6,177.10.123.56,202.175.0.148,NA,16400,contingency,Anomaly
817,81.7,173.102.45.66,45.236.112.13,EU,16420,regional,Anomaly
818,81.8,75.121.246.92,205.51.193.218,NA,16440,intranet,Anomaly
819,81.9,188.88.34.18,188.247.146.37,OC,16460,artificial intelligence,Anomaly
820,82,28.31.163.231,4.115.165.166,NA,16480,collaboration,Anomaly
821,82.1,179.230.75.200,30.13.14.0,SA,16500,fresh-thinking,Anomaly
822,82.2,231.240.56.255,188.248.4.183,NA,16520,database,Anomaly
823,82.3,5.118.54.205,193.190.36.76,NA,16540,national,Anomaly
824,82.4,104.189.199.36,136.223.81.138,SA,16560,systematic,Anomaly
825,82.5,114.246.89.144,173.15.57.107,AS,16580,customer loyalty,Anomaly
826,82.6,88.20.9.214,171.76.182.239,NA,16600,heuristic,Anomaly
827,82.7,215.66.14.30,200.202.64.61,AS,16620,architecture,Anomaly
828,82.8,154.1.238.246,229.203.30.82,AF,16640,instruction set,Anomaly
829,82.9,14.191.212.249,242.80.186.56,AS,16660,Cross-group,Anomaly
830,83,150.17.199.24,130.179.208.15,OC,16680,Exclusive,Anomaly
831,83.1,61.141.105.243,253.69.1.181,AF,16700,orchestration,Anomaly
832,83.2,131.96.39.121,61.53.105.203,EU,16720,approach,Anomaly
833,83.3,114.211.139.188,100.235.239.96,NA,16740,transitional,Anomaly
834,83.4,212.214.49.121,80.136.74.184,AS,16760,mobile,Anomaly
835,83.5,210.183.55.179,12.243.70.150,SA,16780,contextually-based,Anomaly
836,83.6,246.76.246.42,98.99.170.117,AF,16800,info-mediaries,Anomaly
837,83.7,160.178.68.166,96.6.98.119,AS,16820,Phased,Anomaly
838,83.8,140.103.53.94,194.232.224.217,EU,16840,executive,Anomaly
839,83.9,172.174.235.62,71.53.213.244,AS,16860,initiative,Anomaly
840,84,25.228.203.125,46.67.104.130,AS,16880,software,Anomaly
841,84.1,98.72.156.72,119.165.106.52,NA,16900,emulation,Anomaly
842,84.2,129.141.133.137,30.3.68.220,NA,16920,reciprocal,Anomaly
843,84.3,92.115.61.195,130.58.39.209,AF,16940,Proactive,Anomaly
844,84.4,18.132.240.132,214.239.11.68,AS,16960,Advanced,Anomaly
845,84.5,199.11.20.62,69.206.104.212,AS,16980,24 hour,Anomaly
846,84.6,30.175.87.78,137.20.192.156,EU,17000,system-worthy,Anomaly
847,84.7,81.134.25.193,242.174.32.97,AS,17020,archive,Anomaly
848,84.8,25.65.94.9,96.82.154.41,NA,17040,data-warehouse,Anomaly
849,84.9,36.84.87.103,57.194.30.188,AS,17060,knowledge user,Anomaly
850,85,112.33.12.105,16.116.216.51,OC,17080,knowledge base,Anomaly
851,85.1,197.204.13.254,233.162.24.186,NA,17100,Multi-channelled,Anomaly
852,85.2,249.125.83.255,133.224.97.186,AF,17120,Secured,Anomaly
853,85.3,16.149.225.203,233.211.178.204,OC,17140,Decentralized,Anomaly
854,85.4,81.139.210.86,188.241.236.50,NA,17160,bifurcated,Anomaly
855,85.5,61.40.71.120,70.133.120.119,OC,17180,Progressive,Anomaly
856,85.6,114.51.115.130,173.208.38.86,NA,17200,open architecture,Anomaly
857,85.7,160.6.45.77,157.161.20.136,NA,17220,foreground,Anomaly
858,85.8,14.51.252.238,114.58.124.52,AS,17240,neutral,Anomaly
859,85.9,170.24.140.138,203.41.100.156,AF,17260,full-range,Anomaly
860,86,207.134.111.136,227.222.152.233,EU,17280,installation,Anomaly
861,86.1,245.89.28.69,32.183.143.70,NA,17300,impactful,Anomaly
862,86.2,131.226.32.125,137.143.169.184,AF,17320,non-volatile,Anomaly
863,86.3,211.82.228.31,240.203.50.3,AS,17340,protocol,Anomaly
864,86.4,234.35.149.18,161.92.165.252,AF,17360,collaboration,Anomaly
865,86.5,44.134.53.153,203.155.179.197,SA,17380,asynchronous,Anomaly
866,86.6,112.162.255.174,229.108.176.137,NA,17400,tangible,Anomaly
867,86.7,191.37.133.4,92.94.191.38,AF,17420,installation,Anomaly
868,86.8,100.19.26.108,116.168.28.105,EU,17440,workforce,Anomaly
869,86.9,140.97.234.92,149.85.83.108,EU,17460,User-friendly,Anomaly
870,87,48.202.40.168,166.7.40.17,NA,17480,approach,Anomaly
871,87.1,252.136.233.254,219.113.197.255,AF,17500,Grass-roots,Anomaly
872,87.2,105.77.236.129,148.183.188.196,OC,17520,Synergized,Anomaly
873,87.3,187.203.200.196,184.226.211.233,EU,17540,process improvement,Anomaly
874,87.4,85.250.150.173,2.230.186.82,OC,17560,contextually-based,Anomaly
875,87.5,58.8.77.167,134.253.184.221,OC,17580,Assimilated,Anomaly
876,87.6,200.57.158.215,122.196.206.214,OC,17600,circuit,Anomaly
877,87.7,89.220.28.64,89.248.66.48,EU,17620,global,Anomaly
878,87.8,210.232.135.245,91.252.222.212,AF,17640,dynamic,Anomaly
879,87.9,192.243.143.11,212.22.0.101,NA,17660,open architecture,Anomaly
880,88,224.243.191.185,59.48.184.55,AS,17680,mission-critical,Anomaly
881,88.1,140.42.200.91,19.99.19.95,NA,17700,Triple-buffered,Anomaly
882,88.2,69.40.28.103,28.185.193.25,NA,17720,Object-based,Anomaly
883,88.3,154.196.175.175,147.214.162.0,NA,17740,background,Anomaly
884,88.4,78.222.33.48,30.228.87.34,AS,17760,access,Anomaly
885,88.5,122.45.198.121,2.230.32.152,NA,17780,forecast,Anomaly
886,88.6,41.112.172.26,8.251.43.92,AF,17800,challenge,Anomaly
887,88.7,55.139.208.248,9.182.46.248,EU,17820,Pre-emptive,Anomaly
888,88.8,215.240.84.214,114.61.109.53,OC,17840,Cross-platform,Anomaly
889,88.9,108.228.149.78,162.15.228.41,NA,17860,hierarchy,Anomaly
890,89,75.10.213.117,48.32.55.74,EU,17880,Innovative,Anomaly
891,89.1,56.169.137.202,57.197.226.78,NA,17900,migration,Anomaly
892,89.2,95.67.135.6,212.124.250.69,NA,17920,intermediate,Anomaly
893,89.3,196.106.248.118,220.163.113.182,NA,17940,migration,Anomaly
894,89.4,152.177.35.101,10.159.144.26,SA,17960,multi-tasking,Anomaly
895,89.5,72.60.96.76,18.14.198.205,NA,17980,paradigm,Anomaly
896,89.6,156.106.222.24,61.236.220.90,SA,18000,tangible,Anomaly
897,89.7,19.82.53.147,80.2.7.131,EU,18020,groupware,Anomaly
898,89.8,245.22.68.132,27.224.23.54,EU,18040,methodology,Anomaly
899,89.9,95.200.119.229,71.140.86.127,EU,18060,core,Anomaly
900,90,78.21.7.28,25.49.93.210,EU,18080,system engine,Anomaly
901,90.1,74.57.141.208,109.136.134.197,AF,18100,discrete,Anomaly
902,90.2,166.21.25.56,119.126.196.3,AS,18120,context-sensitive,Anomaly
903,90.3,38.251.77.163,65.216.103.71,AF,18140,initiative,Anomaly
904,90.4,17.192.127.71,30.153.5.61,AS,18160,help-desk,Anomaly
905,90.5,70.242.243.45,148.179.150.250,AS,18180,forecast,Anomaly
906,90.6,224.19.31.218,14.95.7.250,SA,18200,Distributed,Anomaly
907,90.7,245.90.81.158,226.32.160.46,AS,18220,access,Anomaly
908,90.8,179.129.9.45,240.102.7.160,NA,18240,optimizing,Anomaly
909,90.9,194.212.29.15,103.245.24.243,NA,18260,bi-directional,Anomaly
910,91,165.237.120.78,207.13.86.11,SA,18280,zero administration,Anomaly
911,91.1,243.217.250.221,71.161.209.2,AF,18300,software,Anomaly
912,91.2,194.155.85.86,141.151.15.188,OC,18320,value-added,Anomaly
913,91.3,166.104.0.230,106.136.200.174,AF,18340,Exclusive,Anomaly
914,91.4,72.189.133.245,182.253.240.121,EU,18360,database,Anomaly
915,91.5,33.64.147.31,138.228.253.2,AS,18380,Managed,Anomaly
916,91.6,16.246.147.111,210.75.79.25,OC,18400,modular,Anomaly
917,91.7,153.244.221.196,107.3.62.129,AS,18420,explicit,Anomaly
918,91.8,147.37.77.49,34.238.235.228,AS,18440,knowledge user,Anomaly
919,91.9,46.194.105.238,1.139.231.251,AS,18460,maximized,Anomaly
920,92,91.164.250.71,70.82.124.167,EU,18480,policy,Anomaly
921,92.1,166.18.43.75,151.103.230.24,AS,18500,Synergized,Anomaly
922,92.2,110.48.104.238,67.144.208.143,AF,18520,directional,Anomaly
923,92.3,140.116.67.180,190.170.64.237,EU,18540,incremental,Anomaly
924,92.4,5.105.197.75,212.114.28.147,OC,18560,concept,Anomaly
925,92.5,153.25.169.199,95.106.180.40,NA,18580,zero administration,Anomaly
926,92.6,208.212.84.108,227.79.26.27,AS,18600,knowledge user,Anomaly
927,92.7,180.100.120.111,55.188.163.105,NA,18620,website,Anomaly
928,92.8,30.91.178.84,186.15.165.142,NA,18640,Advanced,Anomaly
929,92.9,120.18.85.120,237.33.10.188,NA,18660,implementation,Anomaly
930,93,118.76.166.88,85.93.250.0,AF,18680,foreground,Anomaly
931,93.1,64.48.168.197,127.58.174.144,EU,18700,Diverse,Anomaly
932,93.2,237.113.87.216,201.250.213.206,AS,18720,neural-net,Anomaly
933,93.3,98.177.207.77,213.15.128.41,OC,18740,Right-sized,Anomaly
934,93.4,207.178.175.243,28.96.191.110,AS,18760,migration,Anomaly
935,93.5,245.31.207.51,50.53.195.74,AS,18780,Enhanced,Anomaly
936,93.6,24.165.230.186,173.74.211.199,OC,18800,responsive,Anomaly
937,93.7,231.170.131.141,206.91.46.48,NA,18820,24 hour,Anomaly
938,93.8,40.134.199.227,186.232.159.231,AF,18840,Digitized,Anomaly
939,93.9,250.169.227.188,160.122.67.202,AS,18860,Decentralized,Anomaly
940,94,206.158.170.163,89.47.22.117,OC,18880,Object-based,Anomaly
941,94.1,115.239.140.4,133.172.249.128,EU,18900,Open-source,Anomaly
942,94.2,13.12.103.108,242.212.114.206,OC,18920,discrete,Anomaly
943,94.3,255.106.232.184,22.115.116.58,NA,18940,Cross-platform,Anomaly
944,94.4,232.8.220.12,218.106.11.77,AS,18960,data-warehouse,Anomaly
945,94.5,139.155.192.82,196.69.178.56,AS,18980,tangible,Anomaly
946,94.6,246.217.48.78,169.148.181.43,NA,19000,client-server,Anomaly
947,94.7,124.109.46.186,235.123.144.8,EU,19020,Expanded,Anomaly
948,94.8,223.168.62.9,57.242.227.145,SA,19040,24/7,Anomaly
949,94.9,21.25.9.104,186.218.87.34,SA,19060,array,Anomaly
950,95,9.77.144.128,93.137.225.67,NA,19080,solution-oriented,Anomaly
951,95.1,223.85.42.198,75.2.50.196,NA,19100,benchmark,Anomaly
952,95.2,37.244.105.123,105.42.42.104,NA,19120,groupware,Anomaly
953,95.3,108.137.86.221,170.188.155.219,NA,19140,strategy,Anomaly
954,95.4,62.40.198.251,229.141.57.205,OC,19160,Vision-oriented,Anomaly
955,95.5,2.85.105.36,200.168.64.35,NA,19180,user-facing,Anomaly
956,95.6,183.202.22.52,69.97.228.46,SA,19200,hybrid,Anomaly
957,95.7,104.140.234.86,129.25.95.37,AF,19220,Reactive,Anomaly
958,95.8,75.243.79.47,169.36.37.165,AS,19240,Visionary,Anomaly
959,95.9,222.16.70.184,116.60.204.252,AS,19260,object-oriented,Anomaly
960,96,73.34.10.16,60.234.156.25,AS,19280,Compatible,Anomaly
961,96.1,59.11.21.39,131.3.83.113,OC,19300,neutral,Anomaly
962,96.2,174.138.233.29,130.211.92.140,SA,19320,encryption,Anomaly
963,96.3,193.234.0.248,80.25.140.53,NA,19340,human-resource,Anomaly
964,96.4,25.47.57.199,37.239.184.6,NA,19360,actuating,Anomaly
965,96.5,101.55.28.196,195.224.3.92,NA,19380,Profit-focused,Anomaly
966,96.6,96.144.14.227,114.157.45.8,EU,19400,migration,Anomaly
967,96.7,212.112.114.164,101.37.109.185,NA,19420,upward-trending,Anomaly
968,96.8,94.67.223.52,207.201.66.93,NA,19440,projection,Anomaly
969,96.9,128.9.158.194,103.144.131.26,OC,19460,Compatible,Anomaly
970,97,107.28.203.52,158.217.180.179,EU,19480,protocol,Anomaly
971,97.1,135.128.247.37,56.239.178.177,OC,19500,local area network,Anomaly
972,97.2,166.22.247.75,205.0.66.47,NA,19520,policy,Anomaly
973,97.3,36.7.209.209,16.164.130.250,NA,19540,Object-based,Anomaly
974,97.4,138.250.87.102,166.176.32.126,NA,19560,6th generation,Anomaly
975,97.5,123.183.100.58,32.139.237.235,AS,19580,Implemented,Anomaly
976,97.6,92.237.82.29,68.237.139.134,OC,19600,composite,Anomaly
977,97.7,143.4.32.56,110.224.241.233,SA,19620,upward-trending,Anomaly
978,97.8,60.103.29.67,101.228.178.180,AS,19640,project,Anomaly
979,97.9,82.48.196.156,101.76.215.6,SA,19660,secondary,Anomaly
980,98,53.59.139.25,31.88.142.25,AS,19680,high-level,Anomaly
981,98.1,68.27.135.125,161.121.127.241,EU,19700,throughput,Anomaly
982,98.2,151.39.44.19,238.217.129.143,AF,19720,analyzing,Anomaly
983,98.3,232.227.47.218,107.251.123.153,AS,19740,implementation,Anomaly
984,98.4,228.94.139.157,165.102.49.173,NA,19760,Future-proofed,Anomaly
985,98.5,20.242.105.97,38.225.246.179,NA,19780,upward-trending,Anomaly
986,98.6,172.203.201.51,69.104.217.146,SA,19800,emulation,Anomaly
987,98.7,249.107.132.192,52.220.129.183,AS,19820,incremental,Anomaly
988,98.8,37.160.234.125,202.166.168.1,SA,19840,stable,Anomaly
989,98.9,9.126.223.150,159.219.178.198,SA,19860,Assimilated,Anomaly
990,99,224.76.47.49,95.198.107.145,AF,19880,reciprocal,Anomaly
991,99.1,31.128.226.42,224.168.58.25,AF,19900,concept,Anomaly
992,99.2,91.206.55.204,149.55.118.157,OC,19920,Horizontal,Anomaly
993,99.3,99.176.235.31,253.223.179.203,NA,19940,Fully-configurable,Anomaly
994,99.4,93.10.79.53,61.14.221.72,OC,19960,core,Anomaly
995,99.5,166.155.38.249,214.8.168.40,NA,19980,fresh-thinking,Anomaly
996,99.6,245.201.191.67,79.11.71.72,SA,20000,Programmable,Anomaly
997,99.7,16.40.99.48,106.66.106.81,EU,20020,national,Anomaly
998,99.8,36.108.117.28,88.192.13.28,NA,20040,bi-directional,Anomaly
999,99.9,254.229.140.121,24.161.56.238,AS,20060,website,Anomaly
1000,100,184.195.147.23,244.240.203.103,NA,20080,complexity,Anomaly
